Date;Price;StopLimit;Margin;Diff
2017-09-05 17:25:29;0;ETH;310.99700;70;240.99700
2017-09-05 17:25:35;0;ETH;310.01000;70;240.01000
2017-09-05 17:25:41;0;ETH;310.01000;70;240.01000
